repo,java_file,mxcoco
dropwizard/dropwizard,/docs/source/examples/views/src/main/java/io/dropwizard/documentation/ErrorView_getErrorMessage_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_disconnected_9.java,3
lenve/VBlog,/blogserver/src/main/java/org/sang/service/ArticleService_restoreArticle_6.java,0
dropwizard/dropwizard,/docs/source/examples/views/src/main/java/io/dropwizard/documentation/ValidationErrorView_getMessage_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_isExecuteQuery_4.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_setDefaultName_3.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getId_8.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ConnectionState_reset_0.java,26
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_main_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getAuthorities_16.java,1
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_closeInvoked_6.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setDynamicTags_9.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_getName_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_getTypes_3.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getId_12.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_main_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_SlowQueryReport_1.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_run_3.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_isAccountNonLocked_12.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_getMaxCacheSize_2.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_getDefaultName_2.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setHtmlContent_19.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_reportSlowQuery_5.java,4
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_initialize_2.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setNickname_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ConnectionState_invoke_2.java,35
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_run_3.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setSummary_21.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_getResultSetConstructor_1.java,1
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_setTemplate_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setCid_23.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_isLogSlow_14.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/health/TemplateHealthCheck_TemplateHealthCheck_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getEditTime_10.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractCreateStatementInterceptor_process_7.java,2
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/health/TemplateHealthCheck_check_1.java,1
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Tags_getTagName_2.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldConfiguration_getTemplate_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_reset_8.java,8
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_isCredentialsNonExpired_13.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplicationStart_initialize_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/QueryTimeoutInterceptor_createStatement_1.java,4
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_getId_1.java,0
dropwizard/dropwizard,/docs/source/examples/getting-started/src/main/java/com/example/helloworld/HelloWorldApplication_getName_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_isExecuteQuery_5.java,1
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getRoles_6.java,0
dropwizard/dropwizard,/docs/source/examples/conscrypt/src/main/java/io/dropwizard/documentation/ConscryptApp_run_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractCreateStatementInterceptor_AbstractCreateStatementInterceptor_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getEmail_4.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ManagedApp_run_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_getThreshold_6.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setTags_3.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_setPort_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractCreateStatementInterceptor_getConstructor_2.java,1
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getUserface_2.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueClient_close_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_createStatement_8.java,7
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getCateName_6.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_build_4.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_cacheStatement_14.java,6
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_setHost_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_setId_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractCreateStatementInterceptor_reset_8.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_getPort_2.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getTitle_14.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_poolStarted_9.java,3
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueClient_MessageQueueClient_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setState_29.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_AbstractQueryReport_0.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/mq/MessageQueueFactory_getHost_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setRoles_7.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setProperties_18.java,4
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/ExampleConfiguration_setMessageQueueFactory_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setEnabled_15.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setMaxQueries_2.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/ExampleConfiguration_getMessageQueueFactory_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Tags_setTagName_3.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/MyConfiguration_setMyParam_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_isEnabled_14.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_poolStarted_6.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/config/MyConfiguration_getMyParam_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setEmail_5.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_getCacheSize_4.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/EchoTask_execute_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setUserface_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_setLogFailed_17.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/HealthCheckApp_run_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Tags_getId_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_invoke_12.java,6
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setPageView_31.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/TruncateDatabaseTask_TruncateDatabaseTask_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_isCacheCallable_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getSummary_20.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/AssetsApp_initialize_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_setProperties_5.java,8
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Tags_setId_1.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/resources/MyResource_hello_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_removeStatement_15.java,3
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/EchoTask_EchoTask_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getUid_24.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_isCachePrepared_0.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyApplication_run_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_createCacheKey_19.java,2
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getPassword_18.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/db/DatabaseHealthCheck_DatabaseHealthCheck_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractCreateStatementInterceptor_invoke_1.java,5
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getHtmlContent_18.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/db/DatabaseHealthCheck_check_1.java,2
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_setThreshold_7.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setNickname_21.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClient_start_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/AbstractQueryReport_reportFailedQuery_3.java,4
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getState_28.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClient_stop_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_getName_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/QueryTimeoutInterceptor_closeInvoked_2.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_RiakClientManager_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementCache_closeStatement_10.java,1
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_stop_2.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setUsername_17.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/ConnectionState_disconnected_1.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/riak/RiakClientManager_start_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getTags_2.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_prepareCall_8.java,3
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyConfiguredCommand_configure_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setEditTime_11.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReport_prepareStatement_7.java,3
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/MyConfiguredCommand_MyConfiguredCommand_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setCateName_7.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/interceptor/StatementDecoratorInterceptor_isResultSet_6.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/bundle/MyConfiguredBundle_run_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_Role_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setDbProperties_125.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/bundle/MyConfiguredBundle_initialize_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setUid_25.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setRollbackOnReturn_98.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ManagedExecutorApp_run_0.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setStateStr_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getUseDisposableConnectionFacade_140.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getPageView_30.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomCommandApp_initialize_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getReleasedCount_73.java,1
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/AssetsApp_run_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setPassword_19.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setPoolProperties_20.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_getCid_22.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomCommandApp_run_1.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_setDefaultReadOnly_126.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_Role_5.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/ExampleApp_initialize_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_connectUsingDriver_6.java,26
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/TruncateDatabaseTask_execute_1.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setTitle_15.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ConnectionPool_getPoolTimer_57.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_getUsername_10.java,0
dropwizard/dropwizard,/docs/source/examples/core/src/main/java/io/dropwizard/documentation/CustomTaskApp_run_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_setRemoveAbandonedTimeout_61.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Role_setName_4.java,0
dropwizard/dropwizard,/.mvn/wrapper/MavenWrapperDownloader_downloadFileFromURL_1.java,2
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_isLogAbandoned_13.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setId_9.java,0
dropwizard/dropwizard,/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_getResponseHeaders_0.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties_toString_74.java,12
dropwizard/dropwizard,/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/AccessJsonLayoutBaseFactory_setRequestHeaders_3.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PooledConnection_getAutoCommit_45.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/Article_setPublishDate_27.java,0
apache/tomcat,/modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/DataSourceProxy_getRollbackOnReturn_138.java,0
dropwizard/dropwizard,/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/EventJsonLayout_setIncludes_7.java,0
lenve/VBlog,/blogserver/src/main/java/org/sang/bean/User_setRegTime_1.java,0
dropwizard/dropwizard,/dropwizard-json-logging/src/main/java/io/dropwizard/logging/json/layout/JsonFormatter_JsonFormatter_1.java,0
